SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-03,4,8272,391,4.737,C
SUP-0067,Woods-Liu Group,China,Transformers,2023-06,12,48900,2125,4.346,C
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-04,23,66723,1630,2.444,B
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2024-07,15,12195,248,2.037,B
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-04,6,6990,352,5.036,D
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-03,11,8734,137,1.576,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2023-03,9,16029,127,0.793,A
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2024-06,18,43686,938,2.148,B
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-05,15,68910,2038,2.958,B
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-11,8,22120,893,4.041,C
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-09,23,93748,1764,1.882,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-03,17,47345,347,0.734,A
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-10,13,21060,1360,6.46,D
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2024-02,11,10450,186,1.785,B
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-03,22,9460,443,4.687,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-08,5,5640,54,0.962,A
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-05,6,7482,205,2.752,B
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-06,25,26650,1361,5.108,D
SUP-0075,White Inc Corp,India,Connectors,2024-02,18,54468,364,0.668,A
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-07,4,11016,84,0.771,A
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-06,10,33320,1244,3.734,C
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-07,24,98952,2710,2.739,B
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2023-04,8,13528,354,2.62,B
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-03,25,37450,1346,3.594,C
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2025-11,8,10384,409,3.947,C
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-12,8,6248,199,3.197,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-10,7,24262,1002,4.133,C
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2025-04,8,37192,1084,2.915,B
SUP-0067,Woods-Liu Group,China,Transformers,2024-03,20,70000,2774,3.964,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-11,19,81301,3609,4.44,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2023-09,16,26128,1139,4.36,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-02,9,42300,2561,6.055,D
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-07,24,13704,491,3.588,C
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2023-06,6,18588,427,2.299,B
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-01,14,26040,242,0.932,A
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-11,23,41354,206,0.5,A
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-07,13,34177,2482,7.264,D
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-01,5,1515,12,0.825,A
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-02,13,48815,3079,6.308,D
SUP-0031,Miller and Sons Corp,China,Connectors,2025-12,19,51376,3891,7.574,D
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-08,15,53700,1201,2.237,B
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-03,4,3648,94,2.6,B
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-09,23,32016,835,2.61,B
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-10,8,4376,140,3.217,C
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-03,13,16783,731,4.36,C
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-03,11,30624,1127,3.682,C
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-10,3,1755,109,6.258,D
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-09,19,53352,1683,3.155,C
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2023-01,4,8256,593,7.19,D
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2024-12,11,4631,128,2.779,B
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2024-07,23,48254,1518,3.148,C
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-01,19,8531,682,8.0,D
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-01,2,8616,363,4.221,C
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-02,4,17264,135,0.787,A
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2023-12,10,36430,2600,7.138,D
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2023-06,5,24480,863,3.528,C
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2025-02,11,10296,175,1.705,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-05,8,37080,431,1.163,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-12,10,33390,1243,3.724,C
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2023-02,15,51120,3421,6.693,D
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2025-06,21,88662,4616,5.207,D
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2024-08,10,29550,1792,6.064,D
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2025-11,2,9152,194,2.123,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-09,25,77975,552,0.708,A
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-11,14,54208,847,1.564,B
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2024-04,19,49248,2503,5.083,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-04,20,83080,3551,4.275,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-01,23,40733,3096,7.603,D
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2025-04,10,45450,679,1.495,A
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-05,11,9295,302,3.25,C
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2023-10,6,15090,126,0.835,A
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-09,14,33684,1477,4.386,C
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-05,21,27216,593,2.181,B
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2024-08,5,24675,1603,6.497,D
SUP-0075,White Inc Corp,India,Connectors,2024-01,10,12820,96,0.751,A
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-11,20,5900,44,0.754,A
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-02,10,16570,93,0.567,A
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-09,15,58965,1418,2.406,B
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-02,15,35505,1429,4.026,C
SUP-0101,Wood-Johnson Corp,Mexico,Connectors,2023-12,9,4608,236,5.14,D
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-08,11,19415,157,0.813,A
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-06,9,29790,1244,4.178,C
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2025-05,14,36820,1729,4.696,C
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-12,15,8385,230,2.747,B
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2024-10,23,102189,5845,5.72,D
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2023-07,15,47895,2483,5.185,D
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2023-04,9,15336,503,3.281,C
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2024-10,12,51576,3195,6.196,D
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-09,18,59382,3214,5.414,D
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2025-06,14,55412,2694,4.863,C
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-02,16,56688,2171,3.831,C
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-05,22,32670,1338,4.097,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2023-04,17,4063,250,6.16,D
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-03,6,27126,733,2.704,B
SUP-0039,Adams Inc Components,Germany,Metal Components,2024-06,19,64353,892,1.387,A
SUP-0067,Woods-Liu Group,China,Transformers,2023-11,18,52632,2520,4.788,C
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-09,16,54800,2435,4.444,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-07,10,32280,1237,3.834,C
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-09,15,73275,3799,5.186,D
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-09,6,23940,839,3.508,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-09,5,15925,504,3.167,C
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-03,15,11460,598,5.222,D
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-06,21,21189,1297,6.122,D
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-02,12,34044,1593,4.681,C
SUP-0145,Charles LLC Manufacturing,India,Transformers,2023-07,21,104139,2261,2.172,B
SUP-0065,Garrison Group Industries,Mexico,Transformers,2024-04,24,87960,3076,3.497,C
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-04,8,25752,1217,4.726,C
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2023-10,6,15546,401,2.583,B
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-04,2,2832,30,1.082,A
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-08,25,87150,3620,4.154,C
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-01,7,32424,864,2.666,B
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2024-02,14,15834,834,5.273,D
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-03,2,9990,174,1.747,B
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-04,6,22254,1126,5.064,D
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-07,18,57528,4381,7.616,D
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2024-02,10,32750,1023,3.127,C
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-10,15,9465,695,7.343,D
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-02,22,31834,1306,4.103,C
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-06,22,94754,7004,7.392,D
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-10,18,56196,2656,4.728,C
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-07,9,6066,144,2.375,B
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-11,17,61625,3380,5.486,D
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-04,5,13170,481,3.658,C
SUP-0065,Garrison Group Industries,Mexico,Transformers,2023-02,22,17380,988,5.686,D
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-11,15,38025,1906,5.014,D
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2025-10,15,42750,1169,2.735,B
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2025-07,16,3968,212,5.367,D
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2023-04,2,1138,49,4.335,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-12,9,11907,630,5.299,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-02,19,80541,2440,3.03,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-03,18,56628,847,1.497,A
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2024-08,11,9185,85,0.926,A
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-01,18,62226,2420,3.889,C
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2025-01,20,81440,4563,5.604,D
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-12,21,64491,3738,5.797,D
SUP-0116,Chen-Mills Corp,China,Metal Components,2024-11,11,9097,351,3.865,C
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-06,9,42930,809,1.886,B
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-06,3,4440,223,5.034,D
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-01,21,18354,330,1.798,B
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2023-07,16,9680,247,2.555,B
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-05,8,39784,1303,3.275,C
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-04,5,12400,361,2.918,B
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2023-12,10,36560,407,1.116,A
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2023-12,18,58590,671,1.145,A
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2023-09,9,41481,2179,5.253,D
SUP-0033,Knox-Smith Group,India,Connectors,2025-04,23,26243,997,3.803,C
SUP-0083,Burch-Harris Components,USA,Transformers,2024-06,11,24046,843,3.506,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-06,4,5844,420,7.2,D
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-07,15,9105,216,2.381,B
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2025-02,23,94507,4869,5.153,D
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-08,17,50541,255,0.506,A
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2025-10,4,11332,84,0.75,A
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-02,23,114333,5400,4.724,C
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2023-05,2,6738,439,6.518,D
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-09,24,40272,566,1.406,A
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-12,10,18670,850,4.555,C
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2023-04,2,2374,104,4.391,C
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-02,22,47344,3787,8.0,D
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-02,22,82082,757,0.923,A
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-10,16,65120,2370,3.64,C
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-08,25,97025,2966,3.058,C
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2025-01,16,21904,1167,5.328,D
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-01,14,65996,4539,6.879,D
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-03,15,12210,324,2.66,B
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-09,17,75344,1232,1.635,B
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-12,15,49410,2507,5.076,D
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-02,12,56952,1577,2.77,B
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-03,2,4256,284,6.682,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-06,13,23530,1265,5.38,D
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2023-12,22,71148,940,1.322,A
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-06,14,58114,3087,5.313,D
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-09,10,41350,2606,6.303,D
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-12,10,47320,715,1.512,B
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2024-10,16,54112,4015,7.421,D
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-08,13,12571,195,1.559,B
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2024-10,18,87444,2311,2.643,B
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-06,16,55136,2331,4.229,C
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2024-01,15,37785,2873,7.605,D
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-02,6,4098,165,4.046,C
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2025-04,13,50154,1384,2.761,B
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2024-03,17,13124,1040,7.925,D
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-04,20,8820,517,5.864,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2023-12,22,10494,536,5.116,D
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2023-12,14,29890,901,3.015,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-02,4,5840,36,0.622,A
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-10,8,9344,465,4.984,C
SUP-0143,Morris Ltd Group,Mexico,Connectors,2025-10,9,24138,159,0.662,A
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-11,7,17661,362,2.055,B
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-11,9,40257,1397,3.471,C
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-11,16,21840,452,2.072,B
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2023-12,21,34524,1278,3.703,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-04,4,9192,400,4.357,C
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2023-06,20,21140,420,1.99,B
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-06,16,62560,1960,3.134,C
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2023-05,24,100848,1246,1.236,A
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-02,16,79472,1148,1.445,A
SUP-0062,Burke-Owens Components,India,Metal Components,2025-12,22,63448,1816,2.863,B
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-05,22,67122,1838,2.739,B
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-12,13,55705,399,0.716,A
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2025-09,24,109584,6291,5.741,D
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2025-02,17,15011,169,1.129,A
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2023-07,23,54809,2659,4.852,C
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-02,12,4452,252,5.681,D
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-11,17,66623,574,0.862,A
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-04,22,60676,944,1.557,B
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-10,12,9528,346,3.639,C
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2024-10,3,14844,378,2.549,B
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-12,14,60172,523,0.871,A
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2025-03,6,14916,648,4.347,C
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-10,17,46665,1514,3.246,C
SUP-0143,Morris Ltd Group,Mexico,Connectors,2025-02,4,12432,112,0.905,A
SUP-0083,Burch-Harris Components,USA,Transformers,2023-12,7,14945,608,4.074,C
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2023-03,4,12884,258,2.006,B
SUP-0031,Miller and Sons Corp,China,Connectors,2025-09,13,30017,1613,5.376,D
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2025-07,17,9418,429,4.563,C
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2024-06,2,2090,141,6.784,D
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2023-09,25,113550,682,0.601,A
SUP-0050,Oconnor-Anderson Components,Poland,Plastic Components,2024-05,21,4242,140,3.323,C
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-08,15,40185,2546,6.338,D
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-08,20,37200,1742,4.685,C
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-12,14,68376,1283,1.877,B
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-08,9,2448,26,1.072,A
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2024-08,3,3078,56,1.843,B
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2024-07,18,18774,450,2.397,B
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2025-06,8,31664,1221,3.857,C
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2023-08,23,49427,580,1.175,A
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-08,6,6510,139,2.144,B
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2024-08,19,18506,365,1.975,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2025-11,16,70352,678,0.965,A
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2024-08,22,89584,4857,5.422,D
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2024-12,13,46319,1177,2.542,B
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-11,24,54624,3304,6.049,D
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-07,15,30930,154,0.5,A
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2025-03,14,29554,1472,4.982,C
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-12,4,17844,435,2.443,B
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-06,17,68901,1407,2.042,B
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2024-09,16,52480,395,0.753,A
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-05,8,36104,1759,4.873,C
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-09,6,13746,250,1.824,B
