supplierid,suppliername,supplierregion,componenttype,month,deliveries,unitsreceived,defectiveunits,defectrate,supplierrating,risk_score,risk_category
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-05,15,49425,497,1.006,A,0.8024,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-11,11,44077,847,1.923,B,1.4926,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2024-02,13,3822,205,5.373,D,3.3058,Low
SUP-0031,Miller and Sons Corp,China,Connectors,2024-10,2,9346,472,5.06,D,3.2247999999999997,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2023-01,12,4800,142,2.979,B,1.8442,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-05,5,11875,189,1.595,B,1.0326,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2024-05,8,18584,791,4.259,C,2.8718000000000004,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-07,5,12310,133,1.083,A,0.703,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2025-05,21,5775,226,3.921,C,2.4429999999999996,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-02,23,51336,1571,3.061,C,2.465,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-03,20,48220,1201,2.491,B,1.975,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-10,12,14736,461,3.134,C,2.0648,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-07,17,81889,2219,2.71,B,2.5136,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-01,4,7708,267,3.475,C,2.1917999999999997,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-12,2,3362,46,1.374,A,0.8428,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2025-09,14,6580,138,2.103,B,1.317,Low
SUP-0145,Charles LLC Manufacturing,India,Transformers,2025-06,9,12222,264,2.161,B,1.4022,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2024-06,18,55224,2032,3.68,C,3.0208000000000004,Low
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-11,15,64875,3376,5.204,D,4.472799999999999,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-02,5,1690,91,5.387,D,3.2685999999999997,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-01,21,57918,2353,4.064,C,3.3796000000000004,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-02,25,40750,1268,3.114,C,2.3756,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-05,16,54864,2536,4.624,C,3.7887999999999993,Low
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2024-05,11,45804,380,0.83,A,0.6499999999999999,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-04,6,29190,687,2.355,B,1.6878000000000002,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-06,11,38082,375,0.986,A,0.7416,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-06,15,24690,343,1.391,A,0.9718,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-01,3,1638,105,6.455,D,3.9149999999999996,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-04,2,654,20,3.137,C,1.8901999999999999,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2025-06,4,15644,285,1.827,B,1.2102,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-06,21,42966,1184,2.758,B,2.1284,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-03,18,75852,1845,2.433,B,2.1978,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-08,21,83097,4741,5.705,D,5.3194,Medium
SUP-0104,Bryant Inc Group,Poland,Metal Components,2024-10,4,13224,1000,7.565,D,4.939,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2023-05,19,47937,1347,2.812,B,2.226,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2025-08,21,64323,1845,2.869,B,2.4594,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-01,3,1179,56,4.775,C,2.8874000000000004,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-05,2,7214,261,3.622,C,2.2776,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-12,4,11724,761,6.493,D,4.2002,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2023-10,2,4862,196,4.04,C,2.5023999999999997,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-01,13,33202,1101,3.316,C,2.4299999999999997,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-12,2,3602,164,4.561,C,2.8021999999999996,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2025-11,5,15805,200,1.27,A,0.8420000000000001,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2023-04,5,4645,80,1.733,B,1.0718,Low
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2023-05,17,63784,763,1.197,A,1.0234,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2025-12,6,3996,204,5.12,D,3.1536,Low
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-12,17,24480,223,0.912,A,0.6364000000000001,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-03,9,37773,951,2.518,B,1.8912,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-08,24,5376,197,3.666,C,2.2784,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-01,8,35104,1191,3.394,C,2.5128,Low
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-01,5,2510,142,5.661,D,3.4534,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2025-04,11,45474,886,1.949,B,1.5238,Low
SUP-0049,"Jackson, Stephens and Stout Components",Poland,Circuit Breakers,2025-12,7,8687,231,2.666,B,1.692,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2023-01,11,47212,530,1.123,A,0.8857999999999999,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-03,14,20692,520,2.517,B,1.7182,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2025-03,25,70875,833,1.176,A,1.0388,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-09,9,25389,1076,4.239,C,2.9737999999999998,Low
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2023-12,6,21798,252,1.16,A,0.7968,Low
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-05,13,12519,938,7.497,D,4.8734,Low
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2024-12,15,49860,1350,2.71,B,2.166,Low
SUP-0039,Adams Inc Components,Germany,Metal Components,2023-11,16,74656,582,0.78,A,0.7008,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-04,21,103341,1106,1.071,A,1.085,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2024-08,13,47736,350,0.735,A,0.581,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-02,2,9014,91,1.011,A,0.6429999999999999,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2023-04,7,2548,26,1.048,A,0.6392,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-10,24,67224,3328,4.951,C,4.3018,Low
SUP-0040,"Griffith, Anthony and Cordova Components",USA,Connectors,2024-02,6,17814,1425,8.0,D,5.37,Medium
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2023-05,2,1250,47,3.769,C,2.2802000000000002,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2023-04,8,9896,116,1.177,A,0.7526,Low
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-07,24,99432,2526,2.541,B,2.535,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-07,22,85866,3176,3.699,C,3.4898,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2023-05,7,9317,46,0.5,A,0.3184,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2024-10,6,3696,54,1.468,A,0.9023999999999999,Low
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-08,7,24472,638,2.608,B,1.82,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-03,20,44640,2170,4.862,C,3.7851999999999997,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-10,13,48607,2003,4.122,C,3.2744,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-06,16,29088,1010,3.476,C,2.4896,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-11,20,28800,440,1.528,B,1.0928,Low
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2025-09,16,18224,413,2.271,B,1.5277999999999998,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-01,25,96150,5013,5.214,D,5.1335999999999995,Medium
SUP-0091,Ramirez Ltd Manufacturing,Poland,Connectors,2025-02,16,72800,5538,7.608,D,6.78,Medium
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2024-08,21,103173,1209,1.172,A,1.1867999999999999,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-02,21,40866,2084,5.1,D,3.8935999999999997,Low
SUP-0083,Burch-Harris Components,USA,Transformers,2024-05,18,53856,1185,2.202,B,1.7952,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-08,15,28065,140,0.5,A,0.356,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-10,13,60203,517,0.859,A,0.7222,Low
SUP-0083,Burch-Harris Components,USA,Transformers,2023-10,20,30420,1076,3.537,C,2.5526,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-12,8,20808,1066,5.124,D,3.5008,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2025-09,6,22356,1215,5.439,D,3.7494,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-09,9,32670,1577,4.828,C,3.5276000000000005,Low
SUP-0051,Phelps-Martin Pvt Ltd,Mexico,Connectors,2025-06,20,92320,2785,3.018,C,2.9248,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-11,14,24766,642,2.594,B,1.8131999999999997,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-11,13,39559,1825,4.616,C,3.4995999999999996,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-10,23,107663,3181,2.955,B,3.0454,Low
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2024-10,24,21144,208,0.985,A,0.6741999999999999,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2024-09,4,11400,434,3.812,C,2.4608,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-10,8,1608,126,7.872,D,4.773599999999999,Low
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2023-11,7,21973,956,4.353,C,2.9941999999999998,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-01,3,9057,84,0.938,A,0.5963999999999999,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-02,9,36018,909,2.524,B,1.8780000000000001,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-03,14,35252,2471,7.011,D,5.195,Medium
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-01,21,83727,2582,3.085,C,2.8838,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-04,15,36120,2104,5.827,D,4.3378,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-09,17,10268,413,4.032,C,2.5844,Low
SUP-0065,Garrison Group Industries,Mexico,Transformers,2023-06,3,1200,58,4.847,C,2.9314000000000004,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2023-10,6,23208,967,4.17,C,2.8888,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-03,20,17680,329,1.861,B,1.2482,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-12,17,4301,81,1.894,B,1.1687999999999998,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2025-08,23,9614,491,5.112,D,3.2636000000000003,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2024-08,18,85824,3546,4.132,C,3.8975999999999997,Low
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2025-04,23,23736,939,3.958,C,2.7504,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-06,12,45840,1650,3.601,C,2.8206,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2023-01,9,19152,183,0.957,A,0.6474,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-07,20,73960,4939,6.679,D,5.983,Medium
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-06,21,14301,798,5.587,D,3.6713999999999998,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2024-02,24,108216,1864,1.723,B,1.7794,Low
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2023-10,3,3600,245,6.822,D,4.191199999999999,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-07,23,20631,1126,5.461,D,3.7270000000000003,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-09,9,37782,1478,3.913,C,2.939,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-03,13,2730,18,0.684,A,0.4176,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2024-11,2,4268,58,1.382,A,0.8523999999999999,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-07,7,10633,209,1.971,B,1.2662,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-07,25,115975,3620,3.122,C,3.3212,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2025-07,19,54967,2264,4.119,C,3.377,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-01,7,9975,388,3.898,C,2.4939999999999998,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-06,7,8057,139,1.73,B,1.0936000000000001,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2025-06,6,28542,1218,4.268,C,3.048,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-03,2,4380,137,3.15,C,1.9447999999999999,Low
SUP-0075,White Inc Corp,India,Connectors,2024-10,18,27846,139,0.5,A,0.3556,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-01,14,23646,1224,5.18,D,3.5976,Low
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-02,23,86066,6298,7.318,D,6.91,Medium
SUP-0066,Lopez and Sons Corp,China,Connectors,2023-02,25,98000,5829,5.948,D,5.900399999999999,Medium
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-02,16,42384,2051,4.84,C,3.7244,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-08,24,88872,2263,2.547,B,2.4334,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-05,12,8004,148,1.857,B,1.1733999999999998,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-07,2,698,24,3.568,C,2.1504,Low
SUP-0090,Williams Ltd GmbH,China,Connectors,2025-09,4,15404,165,1.077,A,0.7121999999999999,Low
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-07,22,14102,372,2.638,B,1.7316,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-09,23,5175,221,4.278,C,2.6552,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-10,25,83350,3407,4.088,C,3.8156,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2023-12,17,68833,4664,6.777,D,5.9318,Medium
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-09,9,31086,1258,4.05,C,2.9332,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2023-10,5,17710,178,1.01,A,0.6772,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2025-02,16,14880,616,4.141,C,2.731,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-01,12,44088,1939,4.399,C,3.415,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-05,12,32568,1335,4.1,C,2.9939999999999998,Low
SUP-0002,"Thompson, Cohen and Deleon Industries",USA,Plastic Components,2024-02,17,80257,2543,3.169,C,2.9186,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-11,25,60800,2529,4.161,C,3.5081999999999995,Low
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2025-03,10,48290,525,1.089,A,0.8634,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2023-08,5,21690,1085,5.007,D,3.4381999999999997,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-05,19,86564,3105,3.587,C,3.3942,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2024-07,4,9496,80,0.85,A,0.542,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-03,23,110745,1147,1.036,A,1.0804,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-03,11,50853,426,0.838,A,0.6731999999999999,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2025-02,6,13872,869,6.268,D,4.1084,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-06,22,93082,733,0.787,A,0.7654000000000001,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-05,20,45600,1515,3.324,C,2.6003999999999996,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-07,6,5046,127,2.527,B,1.567,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-11,12,28608,256,0.896,A,0.64,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-03,23,22494,341,1.52,B,1.0484,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2023-06,16,33792,394,1.168,A,0.8584,Low
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2023-12,8,11168,346,3.104,C,2.0008,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-06,20,20300,312,1.537,B,1.047,Low
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2024-02,6,24780,1702,6.871,D,4.8034,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-09,8,32384,356,1.101,A,0.8029999999999999,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-08,22,74756,1145,1.532,B,1.3772,Low
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2024-09,5,16915,401,2.374,B,1.5848000000000002,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2025-07,10,5360,193,3.602,C,2.2384,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2025-11,11,50908,2779,5.461,D,4.3882,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-04,21,92715,2099,2.264,B,2.198,Low
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2024-01,14,52976,522,0.986,A,0.8004,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-06,16,66656,1235,1.853,B,1.6058,Low
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2025-08,5,23605,1283,5.435,D,3.7741999999999996,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-11,2,3326,22,0.673,A,0.41259999999999997,Low
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2023-12,13,43524,2671,6.139,D,4.751799999999999,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2025-03,21,52395,3331,6.359,D,5.1478,Medium
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2024-10,18,41058,720,1.756,B,1.3416,Low
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2025-10,8,5848,253,4.328,C,2.698,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-08,25,36625,1097,2.997,B,2.2369999999999997,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-12,8,28072,1165,4.152,C,2.9572000000000003,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-07,13,24232,154,0.639,A,0.445,Low
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-06,13,15223,544,3.58,C,2.3656,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-01,20,28800,645,2.241,B,1.6026,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2024-06,8,32144,624,1.943,B,1.4154,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-08,13,53950,644,1.196,A,0.9751999999999998,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-01,11,18755,895,4.774,C,3.2224,Low
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-12,7,8169,354,4.334,C,2.7419999999999995,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-02,15,55995,2692,4.808,C,3.9616,Low
SUP-0114,Davis and Sons Manufacturing,India,Transformers,2024-04,25,12700,106,0.84,A,0.5464,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-11,5,4935,332,6.733,D,4.172599999999999,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-01,11,41503,1167,2.814,B,2.1552,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-08,25,72625,4545,6.258,D,5.5728,Medium
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2025-06,14,4018,167,4.16,C,2.5628,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-04,8,13064,386,2.957,B,1.9285999999999999,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2023-12,14,6202,485,7.82,D,4.886,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-03,14,64694,1646,2.545,B,2.1854,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-02,21,59073,4199,7.11,D,5.9456,Medium
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2024-06,2,8456,538,6.369,D,4.0366,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-11,24,112104,4438,3.959,C,4.1506,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2024-05,9,37953,2168,5.713,D,4.295,Low
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2024-07,19,8493,136,1.61,B,1.0204,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-10,16,25248,1426,5.649,D,3.9597999999999995,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2024-08,19,13224,534,4.043,C,2.6394,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-08,15,38325,1007,2.628,B,1.9796,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-10,6,14370,398,2.77,B,1.8212,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-01,7,5663,170,3.01,C,1.8739999999999999,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-07,7,7735,325,4.206,C,2.6536,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2025-12,13,16627,595,3.58,C,2.386,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-11,18,32940,1958,5.946,D,4.3508,Low
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2024-04,2,3218,49,1.551,B,0.9501999999999998,Low
