EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-13064,Manufacturing,Production Supervisor,Internal Auditor Training,2023-03-08,2025-03-07,Expired,Non-Compliant
EMP-13065,Quality,Quality Engineer,ISO 9001 Awareness,2023-07-26,2024-07-25,Expired,Non-Compliant
EMP-13066,Warehouse,Warehouse Supervisor,Calibration Awareness,2023-03-31,2024-03-30,Expired,Compliant
EMP-13067,Manufacturing,Production Supervisor,Calibration Awareness,2023-07-17,2024-07-16,Completed,Compliant
EMP-13068,Engineering,Process Engineer,Calibration Awareness,2023-06-18,2024-06-17,Completed,Non-Compliant
EMP-13069,Quality,Quality Engineer,Safety Training,2025-02-04,2026-02-04,Completed,Compliant
EMP-13070,Quality,QA Manager,Calibration Awareness,2024-12-02,2025-12-02,Completed,Compliant
EMP-13071,Quality,Auditor,Internal Auditor Training,2025-02-20,2026-02-20,Completed,Compliant
EMP-13072,HR,HR Generalist,Internal Auditor Training,2024-03-04,2026-03-04,Completed,Compliant
EMP-13073,Manufacturing,Production Supervisor,5S Lean Manufacturing,2025-04-10,2027-04-10,Completed,Compliant
EMP-13074,Engineering,Design Engineer,Calibration Awareness,2024-09-18,2026-09-18,Completed,Compliant
EMP-13075,HR,Training Coordinator,Safety Training,2023-03-06,2024-03-05,Completed,Compliant
EMP-13076,HR,HR Manager,ISO 9001 Awareness,2024-09-22,2025-09-22,Expired,Compliant
EMP-13077,Engineering,Design Engineer,5S Lean Manufacturing,2024-08-12,2025-08-12,Expired,Compliant
EMP-13078,Maintenance,Reliability Engineer,Internal Auditor Training,2025-04-03,2027-04-03,Completed,Compliant
EMP-13079,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2024-03-03,2025-03-03,Completed,Non-Compliant
EMP-13080,Engineering,Manufacturing Engineer,Internal Auditor Training,2025-05-11,2026-05-11,Completed,Compliant
EMP-13081,Manufacturing,Production Supervisor,5S Lean Manufacturing,2025-04-18,2026-04-18,Completed,Compliant
EMP-13082,Engineering,Manufacturing Engineer,Safety Training,2024-10-27,2025-10-27,Completed,Compliant
EMP-13083,Quality,Quality Inspector,5S Lean Manufacturing,2025-10-17,2026-10-17,Completed,Compliant
EMP-13084,Maintenance,Maintenance Technician,Internal Auditor Training,2025-10-21,2026-10-21,Completed,Compliant
EMP-13085,Quality,Quality Inspector,Calibration Awareness,2023-06-18,2024-06-17,Completed,Compliant
EMP-13086,Manufacturing,Assembly Technician,ISO 9001 Awareness,2025-03-08,2026-03-08,Pending,Non-Compliant
EMP-13087,Maintenance,Maintenance Supervisor,Safety Training,2024-02-16,2025-02-15,Completed,Compliant
EMP-13088,Engineering,Process Engineer,5S Lean Manufacturing,2025-04-18,2026-04-18,Completed,Compliant
EMP-13089,Maintenance,Maintenance Technician,Calibration Awareness,2023-12-31,2024-12-30,Completed,Compliant
EMP-13090,HR,HR Manager,Calibration Awareness,2024-10-21,2025-10-21,Completed,Compliant
EMP-13091,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2023-12-26,2024-12-25,Completed,Compliant
EMP-13092,Manufacturing,Machine Operator,Safety Training,2025-05-24,2026-05-24,Completed,Compliant
EMP-13093,Manufacturing,Machine Operator,ISO 9001 Awareness,2023-01-17,2024-01-17,Expired,Compliant
EMP-13094,Supply Chain,Buyer,Calibration Awareness,2025-02-07,2026-02-07,Completed,Compliant
EMP-13095,Engineering,Manufacturing Engineer,Calibration Awareness,2024-06-16,2025-06-16,Expired,Non-Compliant
EMP-13096,Engineering,Design Engineer,Internal Auditor Training,2023-07-06,2025-07-05,Completed,Compliant
EMP-13097,Quality,QA Manager,Calibration Awareness,2023-02-13,2024-02-13,Completed,Compliant
EMP-13098,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2025-03-22,2026-03-22,Completed,Compliant
EMP-13099,HR,HR Generalist,ISO 9001 Awareness,2023-12-09,2025-12-08,Expired,Non-Compliant
EMP-13100,Quality,Quality Inspector,Calibration Awareness,2025-03-01,2026-03-01,Completed,Compliant
EMP-13101,HR,HR Manager,Safety Training,2023-02-21,2025-02-20,Completed,Compliant
EMP-13102,Engineering,Process Engineer,Calibration Awareness,2023-12-26,2025-12-25,Completed,Compliant
EMP-13103,Manufacturing,Machine Operator,ISO 9001 Awareness,2025-02-17,2026-02-17,Completed,Compliant
EMP-13104,Manufacturing,Machine Operator,Safety Training,2024-11-18,2026-11-18,Completed,Compliant
EMP-13105,HR,HR Manager,5S Lean Manufacturing,2024-12-21,2025-12-21,Expired,Compliant
EMP-13106,Manufacturing,Machine Operator,ISO 9001 Awareness,2025-07-22,2027-07-22,Completed,Compliant
EMP-13107,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-09-03,2025-09-03,Expired,Compliant
EMP-13108,Maintenance,Reliability Engineer,Internal Auditor Training,2023-11-08,2024-11-07,Completed,Non-Compliant
EMP-13109,Maintenance,Reliability Engineer,Internal Auditor Training,2024-10-06,2026-10-06,Completed,Compliant
EMP-13110,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-04-30,2026-04-30,Completed,Compliant
EMP-13111,Manufacturing,Production Supervisor,Calibration Awareness,2025-02-23,2026-02-23,Completed,Compliant
EMP-13112,Manufacturing,Line Lead,Safety Training,2024-08-11,2025-08-11,Completed,Compliant
EMP-13113,Supply Chain,Planner,ISO 9001 Awareness,2023-07-16,2025-07-15,Expired,Compliant
EMP-13114,Engineering,Design Engineer,Safety Training,2023-12-13,2024-12-12,Completed,Compliant
EMP-13115,HR,HR Manager,5S Lean Manufacturing,2023-04-12,2024-04-11,Completed,Non-Compliant
EMP-13116,Supply Chain,Buyer,ISO 9001 Awareness,2025-06-03,2026-06-03,Completed,Compliant
EMP-13117,Supply Chain,Logistics Coordinator,Internal Auditor Training,2023-10-10,2024-10-09,Completed,Compliant
EMP-13118,Manufacturing,Assembly Technician,Calibration Awareness,2023-10-10,2025-10-09,Expired,Non-Compliant
EMP-13119,Maintenance,Reliability Engineer,Calibration Awareness,2023-12-14,2024-12-13,Expired,Non-Compliant
EMP-13120,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-10-15,2024-10-14,Completed,Compliant
EMP-13121,Maintenance,Reliability Engineer,Calibration Awareness,2023-06-01,2025-05-31,Expired,Compliant
EMP-13122,Warehouse,Inventory Clerk,Internal Auditor Training,2023-05-23,2025-05-22,Completed,Compliant
EMP-13123,Maintenance,Reliability Engineer,Calibration Awareness,2023-05-30,2025-05-29,Expired,Non-Compliant
EMP-13124,Warehouse,Forklift Operator,ISO 9001 Awareness,2023-12-31,2025-12-30,Completed,Compliant
EMP-13125,Quality,Quality Engineer,Calibration Awareness,2024-09-03,2025-09-03,Expired,Compliant
EMP-13126,Warehouse,Forklift Operator,ISO 9001 Awareness,2024-11-14,2026-11-14,Completed,Compliant
EMP-13127,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2024-09-30,2025-09-30,Completed,Non-Compliant
EMP-13128,Quality,Quality Inspector,ISO 9001 Awareness,2025-08-11,2027-08-11,Completed,Compliant
EMP-13129,Quality,QA Manager,Internal Auditor Training,2024-08-28,2025-08-28,Completed,Compliant
EMP-13130,Maintenance,Maintenance Technician,5S Lean Manufacturing,2024-06-12,2025-06-12,Expired,Compliant
EMP-13131,Manufacturing,Machine Operator,Safety Training,2024-04-25,2025-04-25,Expired,Non-Compliant
EMP-13132,Engineering,Process Engineer,Safety Training,2023-12-14,2024-12-13,Expired,Compliant
EMP-13133,Quality,Quality Engineer,Internal Auditor Training,2024-12-29,2026-12-29,Completed,Compliant
EMP-13134,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2023-07-01,2025-06-30,Completed,Compliant
EMP-13135,Quality,QA Manager,Safety Training,2023-01-23,2025-01-22,Completed,Compliant
EMP-13136,Manufacturing,Production Supervisor,Internal Auditor Training,2025-01-19,2027-01-19,Completed,Compliant
EMP-13137,Warehouse,Forklift Operator,Internal Auditor Training,2024-01-09,2025-01-08,Expired,Compliant
EMP-13138,Manufacturing,Production Supervisor,ISO 9001 Awareness,2023-05-01,2025-04-30,Expired,Compliant
EMP-13139,Maintenance,Maintenance Supervisor,Calibration Awareness,2025-04-17,2027-04-17,Completed,Compliant
EMP-13140,Maintenance,Maintenance Supervisor,Calibration Awareness,2025-06-18,2026-06-18,Completed,Compliant
EMP-13141,Maintenance,Maintenance Technician,Safety Training,2024-07-09,2025-07-09,Expired,Compliant
EMP-13142,Quality,Quality Engineer,Safety Training,2025-10-06,2026-10-06,Completed,Compliant
EMP-13143,Maintenance,Maintenance Technician,Internal Auditor Training,2025-06-25,2026-06-25,Completed,Compliant
EMP-13144,Quality,Auditor,Safety Training,2025-09-26,2027-09-26,Completed,Compliant
EMP-13145,Warehouse,Inventory Clerk,Calibration Awareness,2025-04-30,2027-04-30,Completed,Compliant
EMP-13146,Maintenance,Maintenance Supervisor,Calibration Awareness,2024-12-04,2026-12-04,Completed,Compliant
EMP-13147,HR,Training Coordinator,5S Lean Manufacturing,2024-12-20,2025-12-20,Completed,Compliant
EMP-13148,Engineering,Process Engineer,ISO 9001 Awareness,2023-05-03,2025-05-02,Expired,Compliant
EMP-13149,Manufacturing,Assembly Technician,Internal Auditor Training,2024-07-29,2025-07-29,Expired,Compliant
EMP-13150,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-03-24,2025-03-24,Completed,Compliant
EMP-13151,HR,HR Manager,Safety Training,2024-08-03,2025-08-03,Expired,Compliant
EMP-13152,Maintenance,Maintenance Technician,Safety Training,2024-02-08,2026-02-07,Completed,Compliant
EMP-13153,Warehouse,Inventory Clerk,Safety Training,2023-07-26,2024-07-25,Expired,Non-Compliant
EMP-13154,Quality,Auditor,Safety Training,2025-08-27,2027-08-27,Completed,Compliant
EMP-13155,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2023-09-20,2024-09-19,Expired,Non-Compliant
EMP-13156,Quality,Quality Inspector,Calibration Awareness,2024-03-19,2026-03-19,Completed,Compliant
EMP-13157,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2023-07-21,2024-07-20,Expired,Compliant
EMP-13158,Warehouse,Inventory Clerk,Safety Training,2024-11-07,2025-11-07,Expired,Compliant
EMP-13159,Engineering,Process Engineer,ISO 9001 Awareness,2025-08-09,2026-08-09,Completed,Compliant
EMP-13160,Manufacturing,Machine Operator,Internal Auditor Training,2024-05-26,2026-05-26,Completed,Compliant
EMP-13161,HR,Training Coordinator,Internal Auditor Training,2024-10-04,2025-10-04,Expired,Non-Compliant
EMP-13162,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2025-05-21,2026-05-21,Completed,Compliant
EMP-13163,Engineering,Design Engineer,Safety Training,2025-06-28,2026-06-28,Completed,Compliant
EMP-13164,Supply Chain,Supply Chain Analyst,Calibration Awareness,2024-07-19,2025-07-19,Expired,Compliant
EMP-13165,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-02-09,2025-02-08,Completed,Compliant
EMP-13166,Maintenance,Maintenance Technician,Calibration Awareness,2024-01-13,2026-01-12,Completed,Compliant
EMP-13167,Quality,Quality Engineer,ISO 9001 Awareness,2025-01-28,2026-01-28,Completed,Compliant
EMP-13168,Warehouse,Warehouse Supervisor,Safety Training,2024-05-11,2025-05-11,Completed,Compliant
EMP-13169,Maintenance,Maintenance Supervisor,Internal Auditor Training,2025-03-25,2026-03-25,Completed,Compliant
EMP-13170,Supply Chain,Logistics Coordinator,Calibration Awareness,2023-05-25,2024-05-24,Completed,Compliant
EMP-13171,Maintenance,Reliability Engineer,Internal Auditor Training,2025-05-05,2026-05-05,Completed,Compliant
EMP-13172,Supply Chain,Planner,Safety Training,2025-03-27,2026-03-27,Completed,Compliant
EMP-13173,Supply Chain,Buyer,Safety Training,2023-12-17,2025-12-16,Completed,Compliant
EMP-13174,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2025-06-19,2027-06-19,Pending,Compliant
EMP-13175,Quality,Quality Engineer,Internal Auditor Training,2025-03-22,2026-03-22,Completed,Compliant
EMP-13176,Quality,Quality Inspector,Safety Training,2023-01-15,2025-01-14,Completed,Compliant
EMP-13177,Manufacturing,Machine Operator,Calibration Awareness,2023-10-16,2024-10-15,Expired,Compliant
EMP-13178,Quality,Quality Engineer,Calibration Awareness,2025-03-15,2026-03-15,Completed,Compliant
EMP-13179,Manufacturing,Line Lead,Internal Auditor Training,2025-09-18,2027-09-18,Completed,Compliant
EMP-13180,Warehouse,Forklift Operator,Calibration Awareness,2025-05-26,2027-05-26,Completed,Compliant
EMP-13181,HR,HR Generalist,Calibration Awareness,2025-10-25,2027-10-25,Completed,Compliant
EMP-13182,Maintenance,Reliability Engineer,Internal Auditor Training,2023-05-18,2024-05-17,Completed,Compliant
EMP-13183,Engineering,Design Engineer,5S Lean Manufacturing,2024-03-21,2025-03-21,Completed,Compliant
EMP-13184,Manufacturing,Machine Operator,Safety Training,2023-12-03,2025-12-02,Completed,Compliant
EMP-13185,Warehouse,Inventory Clerk,Calibration Awareness,2023-10-21,2024-10-20,Expired,Compliant
EMP-13186,Quality,Quality Inspector,Calibration Awareness,2023-09-30,2025-09-29,Completed,Compliant
EMP-13187,Supply Chain,Buyer,ISO 9001 Awareness,2025-07-16,2026-07-16,Completed,Compliant
EMP-13188,Supply Chain,Logistics Coordinator,Internal Auditor Training,2023-04-19,2024-04-18,Expired,Compliant
EMP-13189,Warehouse,Forklift Operator,Calibration Awareness,2023-06-12,2025-06-11,Expired,Compliant
EMP-13190,Manufacturing,Production Supervisor,Calibration Awareness,2025-03-30,2027-03-30,Completed,Compliant
EMP-13191,Warehouse,Warehouse Operator,Safety Training,2024-10-11,2026-10-11,Completed,Compliant
EMP-13192,Quality,Quality Engineer,Safety Training,2024-05-20,2025-05-20,Completed,Compliant
EMP-13193,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2025-04-25,2026-04-25,Completed,Compliant
EMP-13194,Maintenance,Maintenance Technician,Internal Auditor Training,2025-03-24,2027-03-24,Completed,Compliant
EMP-13195,Manufacturing,Line Lead,ISO 9001 Awareness,2024-03-02,2025-03-02,Expired,Compliant
EMP-13196,Engineering,Design Engineer,Internal Auditor Training,2023-08-07,2024-08-06,Expired,Compliant
EMP-13197,Quality,Auditor,Safety Training,2025-03-30,2026-03-30,Completed,Compliant
EMP-13198,Quality,Quality Inspector,Safety Training,2024-02-13,2025-02-12,Expired,Compliant
EMP-13199,Maintenance,Reliability Engineer,Safety Training,2025-06-28,2026-06-28,Completed,Compliant
EMP-13200,Maintenance,Maintenance Technician,5S Lean Manufacturing,2024-01-12,2025-01-11,Expired,Compliant
EMP-13201,Engineering,Design Engineer,Internal Auditor Training,2025-10-28,2026-10-28,Completed,Compliant
EMP-13202,Warehouse,Inventory Clerk,Calibration Awareness,2023-04-17,2025-04-16,Expired,Compliant
EMP-13203,Manufacturing,Machine Operator,ISO 9001 Awareness,2024-09-04,2025-09-04,Expired,Non-Compliant
EMP-13204,Quality,Quality Inspector,5S Lean Manufacturing,2025-04-20,2027-04-20,Completed,Compliant
EMP-13205,Quality,QA Manager,Calibration Awareness,2023-11-14,2025-11-13,Expired,Non-Compliant
EMP-13206,Warehouse,Warehouse Supervisor,Internal Auditor Training,2024-09-14,2025-09-14,Completed,Compliant
EMP-13207,Manufacturing,Assembly Technician,5S Lean Manufacturing,2024-05-15,2025-05-15,Expired,Compliant
EMP-13208,Maintenance,Reliability Engineer,5S Lean Manufacturing,2023-08-17,2024-08-16,Expired,Compliant
EMP-13209,HR,HR Generalist,ISO 9001 Awareness,2023-11-03,2025-11-02,Completed,Compliant
EMP-13210,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2023-02-07,2024-02-07,Completed,Compliant
EMP-13211,Manufacturing,Assembly Technician,Safety Training,2023-05-28,2024-05-27,Completed,Compliant
EMP-13212,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2024-03-20,2025-03-20,Expired,Compliant
EMP-13213,Manufacturing,Machine Operator,Safety Training,2023-03-06,2024-03-05,Completed,Non-Compliant
EMP-13214,Supply Chain,Supply Chain Analyst,Calibration Awareness,2024-04-27,2025-04-27,Completed,Non-Compliant
EMP-13215,Quality,Auditor,5S Lean Manufacturing,2025-08-24,2026-08-24,Completed,Compliant
EMP-13216,Manufacturing,Assembly Technician,Safety Training,2025-01-20,2026-01-20,Completed,Compliant
EMP-13217,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-09-26,2025-09-26,Expired,Compliant
EMP-13218,HR,HR Manager,Internal Auditor Training,2023-09-12,2024-09-11,Expired,Compliant
EMP-13219,HR,Training Coordinator,Calibration Awareness,2025-04-28,2026-04-28,Completed,Compliant
EMP-13220,Warehouse,Warehouse Supervisor,Calibration Awareness,2024-04-13,2025-04-13,Completed,Non-Compliant
EMP-13221,HR,Training Coordinator,5S Lean Manufacturing,2025-01-03,2027-01-03,Completed,Compliant
EMP-13222,HR,HR Manager,5S Lean Manufacturing,2025-09-12,2027-09-12,Completed,Compliant
EMP-13223,Quality,QA Manager,Safety Training,2025-09-06,2027-09-06,Completed,Compliant
EMP-13224,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2023-06-23,2024-06-22,Expired,Compliant
EMP-13225,Maintenance,Reliability Engineer,Internal Auditor Training,2025-01-14,2026-01-14,Completed,Compliant
EMP-13226,HR,Training Coordinator,Calibration Awareness,2025-04-09,2027-04-09,Completed,Compliant
EMP-13227,Supply Chain,Buyer,ISO 9001 Awareness,2025-03-26,2026-03-26,Completed,Compliant
EMP-13228,HR,HR Generalist,Internal Auditor Training,2024-02-26,2026-02-25,Completed,Compliant
EMP-13229,Supply Chain,Logistics Coordinator,Calibration Awareness,2025-05-16,2027-05-16,Completed,Compliant
EMP-13230,Quality,Auditor,Safety Training,2025-01-01,2027-01-01,Completed,Compliant
EMP-13231,Engineering,Manufacturing Engineer,Safety Training,2024-11-05,2025-11-05,Expired,Compliant
EMP-13232,Maintenance,Maintenance Technician,Internal Auditor Training,2023-05-16,2024-05-15,Completed,Compliant
EMP-13233,Engineering,Design Engineer,Calibration Awareness,2024-07-15,2025-07-15,Expired,Compliant
EMP-13234,Supply Chain,Planner,ISO 9001 Awareness,2023-12-26,2024-12-25,Expired,Compliant
EMP-13235,Quality,QA Manager,Internal Auditor Training,2025-07-24,2027-07-24,Completed,Compliant
EMP-13236,Manufacturing,Production Supervisor,Safety Training,2024-07-31,2025-07-31,Expired,Compliant
EMP-13237,Quality,QA Manager,ISO 9001 Awareness,2023-02-22,2025-02-21,Completed,Compliant
EMP-13238,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2023-01-28,2025-01-27,Expired,Non-Compliant
EMP-13239,HR,HR Manager,Internal Auditor Training,2024-01-09,2025-01-08,Completed,Compliant
EMP-13240,Manufacturing,Assembly Technician,Internal Auditor Training,2024-03-29,2025-03-29,Expired,Non-Compliant
EMP-13241,HR,Training Coordinator,ISO 9001 Awareness,2023-07-06,2025-07-05,Expired,Compliant
EMP-13242,Warehouse,Forklift Operator,Safety Training,2023-02-07,2025-02-06,Completed,Compliant
EMP-13243,Quality,QA Manager,Internal Auditor Training,2025-08-26,2027-08-26,Completed,Compliant
EMP-13244,Supply Chain,Supply Chain Analyst,5S Lean Manufacturing,2025-01-29,2027-01-29,Completed,Compliant
EMP-13245,Engineering,Design Engineer,ISO 9001 Awareness,2025-06-26,2027-06-26,Pending,Non-Compliant
EMP-13246,Quality,Quality Engineer,5S Lean Manufacturing,2025-04-07,2026-04-07,Completed,Compliant
EMP-13247,Maintenance,Maintenance Technician,Internal Auditor Training,2025-08-13,2026-08-13,Completed,Compliant
EMP-13248,HR,HR Generalist,Safety Training,2025-06-24,2026-06-24,Pending,Compliant
EMP-13249,Maintenance,Maintenance Supervisor,Internal Auditor Training,2025-09-06,2026-09-06,Completed,Compliant
EMP-13250,Quality,QA Manager,Calibration Awareness,2025-03-05,2026-03-05,Completed,Compliant
EMP-13251,Engineering,Process Engineer,Calibration Awareness,2023-06-23,2024-06-22,Expired,Non-Compliant
EMP-13252,HR,HR Manager,Safety Training,2024-08-02,2025-08-02,Completed,Compliant
